Año,Mes,Cantidad de días del mes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
1969,1,31,0.0233,0.0022,0.0647,0.0716,0.0014,0.0010,0.0330,0.0673,0.1875,0.2296,0.1046,0.0520,0.5238,0.6489,0.8717,0.6838,0.7532,0.1679,0.0647,0.0376,0.0939,0.0998,0.2151,0.1267,0.6141,1.1152,0.1725,0.1547,0.0107,0.0319,0.0859,0.1279,0.2826,0.8735,0.7568,0.7700,1.2200,2.9815,1.1934,2.3187,2.0895,0.3701,0.0374,1.1844,9.5532,2.6684,2.6922,0.4368,0.3929,0.8257,1.3388,0.2121,0.2556,0.4014,0.1111,0.5569,0.0230,0.1120,0.8124,0.5859,1.2584,13.1643,2.4264,1.5950,3.6188,2.1752,2.3360,2.1568,1.6592,2.1092,1.0757,1.2470,1.3577,1.8299
1969,2,28,0.0180,0.0013,0.0979,0.0464,0.0011,0.0044,0.0290,0.4474,0.1478,0.1824,0.0723,0.0567,0.2359,0.1454,0.1824,0.1753,0.1560,0.0694,0.0638,0.0184,0.0716,0.0482,0.1786,0.0765,0.3880,0.6757,0.1218,0.1921,0.0089,0.0323,0.0897,0.0586,0.2111,0.5908,0.7631,0.4894,0.6842,2.2523,0.7178,1.7416,1.4109,0.2344,0.0208,0.7947,1.7181,1.6582,2.0533,0.2510,0.1929,0.6238,1.1144,0.1409,0.1472,0.2538,0.0700,0.3987,0.0000,0.0775,0.4798,0.2440,1.1908,8.1834,1.7934,1.0875,2.9726,2.1632,2.7114,1.6363,1.3676,1.7111,0.5755,1.3336,0.3466,2.0093
1969,3,31,0.0142,0.0007,0.0643,0.0165,0.0009,0.0033,0.0262,0.0657,0.0634,0.0753,0.0818,0.0202,0.1007,0.0765,0.0912,0.0757,0.0509,0.0263,0.0554,0.0106,0.0550,0.0343,0.1235,0.0608,0.3118,0.6523,0.1171,0.1921,0.0068,0.0250,0.0266,0.0601,0.1928,0.4854,0.5663,0.3903,0.5243,2.0015,0.6801,1.6453,1.1739,0.1789,0.0099,0.6542,0.7646,1.4809,2.1851,0.2067,0.1267,0.4908,0.9195,0.0909,0.0964,0.5856,0.0516,0.2859,0.0000,0.2997,0.3059,0.1403,1.1188,5.1783,1.5297,0.8156,2.3264,1.9220,2.5283,0.8399,0.7869,1.0062,0.3461,0.6855,0.3439,1.0764
1969,4,30,0.0099,0.0005,0.0412,0.0098,0.0008,0.0007,0.0261,0.0278,0.0301,0.0420,0.3626,0.0093,0.0452,0.0434,0.0519,0.0347,0.0286,0.0138,0.0476,0.0062,0.0499,0.0354,0.0983,0.0355,0.2661,1.0988,0.0876,0.1977,0.0054,0.0224,0.0107,0.0994,0.1889,0.6268,0.4200,0.3541,0.6839,1.9340,0.7011,1.6699,0.9487,0.1911,0.0071,0.5965,0.7055,1.4778,2.4340,0.1930,0.1353,0.3918,0.7907,0.0126,0.1117,1.3176,0.0377,0.1836,0.0000,0.5841,0.2137,0.0942,1.3279,6.9025,1.7934,2.1025,3.2311,1.8267,2.2433,1.1872,1.0068,1.0927,0.2749,0.8959,1.1518,1.7581
1969,5,31,0.0057,0.0002,0.0156,0.0116,0.0013,0.0023,0.0345,0.0153,0.0164,0.0316,0.2939,0.0051,0.0306,0.0359,0.0337,0.0241,0.0230,0.0085,0.0317,0.0032,0.0586,0.0437,0.0949,0.0258,0.2325,0.3200,0.1043,0.1907,0.0041,0.0200,0.0177,0.3273,0.2145,0.5778,0.7360,0.3434,0.3513,2.2237,0.6730,1.5961,0.5186,0.1962,0.0074,0.3745,0.5171,1.7858,3.5261,0.4334,0.5386,1.0897,0.5624,1.1876,0.2091,1.6438,0.0721,0.1204,0.0322,0.1063,0.4510,0.1460,1.3203,3.5507,2.1099,3.5524,3.6835,3.3407,4.6245,2.4721,2.1323,1.6403,0.8179,1.4673,1.9907,2.3681
1969,6,30,0.0065,0.0000,0.0289,0.0000,0.0005,0.0013,0.0421,0.0097,0.0111,0.0255,0.2870,0.0049,0.0247,0.0352,0.0395,0.0235,0.0287,0.0119,0.0453,0.0173,0.1043,0.0439,0.1559,0.0759,0.4685,1.5379,0.4160,0.1144,0.0062,0.0166,0.0655,0.1832,0.1283,0.1909,0.1745,0.1931,0.2485,1.3422,1.1496,1.8050,0.5469,0.1950,0.1746,0.6827,0.5841,4.3591,11.0583,3.9755,4.4984,5.0588,6.6356,14.6692,2.6193,2.2727,1.3346,0.4670,1.2514,1.6154,3.3998,2.4874,2.5342,7.1014,4.1143,5.7455,6.8500,6.0619,10.6832,8.6391,7.1451,6.8237,1.2726,5.6224,2.8136,9.6159
1969,7,31,0.2000,0.0000,0.0481,0.0026,0.0002,0.0015,0.0508,1.8279,0.6635,0.7938,0.4537,0.3775,1.5809,1.0928,0.9668,4.4620,1.7328,0.5414,0.2373,0.1508,0.5532,0.2864,0.6620,0.8860,1.4032,3.7539,0.7009,0.5766,0.0102,0.0701,0.2073,0.0782,0.7482,2.5836,1.9419,1.9327,4.1773,3.4687,5.2652,5.1716,5.3900,0.2730,1.0167,2.0697,3.3532,6.6842,9.5266,2.5904,2.2253,2.0713,3.2201,1.3755,1.4590,1.8692,0.2399,0.2127,0.2564,0.5417,3.8580,2.4832,1.5877,7.1014,3.5341,4.4405,5.2990,6.3031,16.9143,5.0744,5.0000,3.8706,0.8624,1.8546,3.4213,6.6020
1969,8,31,0.0514,0.0000,0.0168,0.0025,0.0001,0.0010,0.0458,0.6247,0.5106,0.4451,0.4797,0.3337,0.8654,0.4862,0.7694,4.1796,1.8288,0.5041,0.2372,0.0590,0.7549,0.3645,1.3863,4.4017,4.7838,12.3998,4.3631,3.1114,0.0073,0.0281,0.0573,0.6101,1.1647,4.5963,4.2688,1.6735,7.5131,7.8081,8.1694,9.8862,10.6212,0.3308,3.0156,5.3805,7.0796,7.1517,16.2285,3.5005,2.9181,2.4540,2.3889,5.1015,2.3484,2.9452,1.2893,0.4906,1.2810,1.7499,7.6789,4.2527,3.0694,10.6521,6.7516,9.7148,10.1457,9.7962,18.9671,11.5877,11.8521,13.4078,5.7254,5.7417,3.8263,18.8013
1969,9,30,0.0444,0.0000,0.0263,0.1182,0.0013,0.0024,0.0195,0.5150,0.5728,0.4252,0.4756,0.4517,1.0716,0.6563,1.0474,4.7267,2.1866,0.8535,0.3631,0.2233,1.2912,0.7139,2.0778,4.6427,7.0103,13.4406,3.4124,5.7575,0.0019,0.0473,0.1668,3.8845,4.3036,13.6514,14.8366,2.9352,14.5286,13.3613,11.2363,14.7199,21.1766,0.8421,2.2500,5.5212,18.2334,9.4612,18.6602,5.4775,6.0699,3.5830,3.6848,8.1141,2.5287,2.5439,1.6320,3.5035,1.4984,2.0215,4.8240,3.5344,2.8830,21.3041,8.2813,11.0741,10.6627,13.9592,23.6554,13.9048,13.4529,11.7729,8.1435,6.3386,5.8017,27.9867
1969,10,31,0.0245,0.0000,0.0225,0.1088,0.0010,0.0006,0.0112,0.0806,0.1600,0.1698,0.4125,0.2213,0.4276,0.5034,1.0138,3.8017,2.8761,0.9957,0.2040,0.1249,0.6715,0.2819,1.8757,0.9681,3.1065,9.3001,1.1959,1.0027,0.0091,0.0218,0.1413,2.2902,1.2576,2.8214,2.9837,1.8546,2.5747,5.7804,3.5168,3.3573,6.7810,1.0362,1.3626,3.0905,16.3637,6.0723,15.8850,4.6407,4.6300,5.6592,3.7439,3.1628,4.4298,4.3719,6.6935,13.7876,5.4062,4.7277,6.7090,5.0575,4.6638,10.6521,12.4484,20.4808,10.5981,14.9152,17.8650,15.3135,15.9470,12.1245,8.1079,10.1378,7.6188,20.9542
1969,11,30,0.0151,0.0000,0.0187,0.0379,0.0001,0.0005,0.0113,0.0358,0.0429,0.0997,0.0935,0.0247,0.1128,0.0875,0.1702,0.2105,0.1744,0.0743,0.0567,0.0217,0.1074,0.0950,0.3905,0.2689,1.2134,3.2104,0.5676,0.3955,0.0095,0.0254,0.0312,0.9433,0.6124,1.2326,1.2466,0.7105,1.1605,3.9333,1.6582,1.9505,3.2165,0.6499,0.3049,2.7411,16.8480,4.9054,7.4208,1.5675,0.9996,1.6899,1.6547,0.8890,1.7725,2.0298,1.6932,2.5035,2.1088,1.8759,4.3140,2.8479,1.9222,55.6274,11.7099,14.5178,13.1829,15.0243,16.0909,16.6882,18.0799,17.2169,10.7807,11.4031,5.4255,18.5860
1969,12,31,0.0146,0.0000,0.0176,0.0273,0.0001,0.0034,0.0172,0.3488,0.1097,0.1686,0.0141,0.1003,0.4678,0.3932,0.5851,1.3898,0.9114,0.3416,0.0883,0.1201,0.0838,0.0796,0.2745,0.1701,0.7673,1.9637,0.3437,0.2432,0.0091,0.0287,0.0593,0.4481,0.3942,0.9947,0.7866,0.5685,0.9515,2.6094,0.9621,1.6191,2.9291,0.4208,0.1619,1.6072,3.9079,4.7244,4.2934,1.0235,0.6221,0.9621,1.0116,0.4301,0.6025,1.0611,0.3473,1.1544,0.1968,0.4087,1.5497,0.7917,1.2241,35.5068,6.3297,6.0536,10.0165,7.3915,7.0197,7.3478,5.5368,5.1279,3.5954,7.0211,10.1084,7.6066
1970,1,31,0.0121,0.0000,0.0151,0.0163,0.0000,0.0019,0.0173,0.0859,0.1559,0.2374,0.0062,0.0583,0.9101,0.8288,0.8014,0.5312,0.7980,0.2680,0.0607,0.1054,0.0771,0.0770,0.2241,0.1376,0.5482,1.3213,0.2522,0.1791,0.0087,0.0273,0.1156,0.1997,0.2757,0.4976,0.3569,0.2987,0.5499,1.8911,0.6315,1.2890,1.9116,0.2963,0.0839,1.2154,4.6989,2.1016,2.8789,0.5901,0.3696,0.5126,0.5400,0.2181,0.3904,0.6639,0.2366,0.7183,0.0672,0.2347,0.7560,0.4056,1.3882,27.2219,4.0088,2.8818,8.5301,5.0009,6.6367,5.4567,4.6737,7.5018,1.3498,6.8095,6.1983,7.1043
1970,2,28,0.0141,0.0000,0.0141,0.0131,0.0000,0.0016,0.0093,0.0432,0.0438,0.1150,0.0215,0.0215,0.1439,0.2010,0.3144,0.2715,0.3123,0.1652,0.0641,0.0784,0.0743,0.0752,0.1570,0.0907,0.4207,0.8862,0.1576,0.3215,0.0089,0.0255,0.0635,0.2612,0.2687,0.5322,0.3361,0.2976,0.5095,2.6792,0.8602,1.5910,1.7644,0.2445,0.0475,1.0979,6.0981,2.2204,2.2847,0.4724,0.2654,0.3923,0.4959,0.2012,0.2888,0.5125,0.2458,0.5233,0.0860,0.1773,0.6561,0.2913,1.4612,30.7726,2.7956,1.6131,11.6966,3.3477,6.4339,3.3913,2.4404,4.1432,0.7473,3.5318,0.8338,6.7814
1970,3,31,0.0108,0.0000,0.0093,0.0067,0.0000,0.0004,0.0120,0.1517,0.0490,0.1235,0.1229,0.0130,0.0842,0.1237,0.1644,0.1194,0.1092,0.0641,0.0561,0.0357,0.0488,0.0401,0.1276,0.0619,0.2879,0.5933,0.1086,0.1561,0.0081,0.0238,0.0385,0.2061,0.2119,0.3815,0.2684,0.2406,0.4095,1.9398,0.6316,1.6379,1.2712,0.2060,0.0314,0.7758,1.2925,1.4564,1.9686,0.3134,0.1616,0.2179,0.3198,0.1878,0.1998,0.3561,0.2349,0.3595,0.0566,0.1373,0.4689,0.2094,1.3363,8.2849,2.2154,1.3593,7.1085,2.2552,3.0013,1.6133,2.2843,2.0510,0.5493,1.6535,0.6654,2.7987
1970,4,30,0.0052,0.0000,0.0062,0.0055,0.0000,0.0009,0.0118,0.0366,0.0219,0.0940,0.4284,0.0026,0.0350,0.0486,0.0652,0.0327,0.0441,0.0151,0.0423,0.0072,0.0306,0.0277,0.1099,0.0360,0.2446,0.3488,0.0743,0.1789,0.0062,0.0205,0.0150,0.0659,0.1701,0.2300,0.1503,0.1368,0.2764,1.3706,0.3249,1.6205,0.7512,0.1787,0.0169,0.5635,0.8700,1.1456,1.9015,0.2721,0.2194,0.2069,0.1723,0.0939,0.1824,0.3061,0.1321,0.2641,0.0332,0.1410,0.3865,0.1821,1.4518,28.4055,3.3758,4.0780,18.8697,6.5275,9.9721,5.2227,4.1144,3.6559,0.5121,3.2232,5.1083,11.4100
1970,5,31,0.0035,0.0000,0.0073,0.0027,0.0012,0.0017,0.0104,0.0145,0.0079,0.0787,0.4425,0.0024,0.0184,0.0268,0.0356,0.0015,0.0318,0.0071,0.0425,0.0030,0.0344,0.0243,0.0999,0.0240,0.2092,0.3634,0.1051,0.1554,0.0048,0.0183,0.0078,0.0569,0.1550,0.1527,0.1097,0.1286,0.2756,1.2913,0.2589,1.6078,0.6067,0.1719,0.0223,0.6714,6.3024,1.1674,2.7384,0.7801,0.3422,0.4022,0.5736,0.2000,0.2758,0.3159,0.1749,0.4317,0.1383,0.1637,0.3626,0.3374,1.4245,13.0192,4.0088,6.4342,9.4349,5.6998,6.9879,4.6630,4.7725,5.7274,1.5858,4.5185,5.0307,5.7050
1970,6,30,0.0139,0.0000,0.0143,0.0461,0.0001,0.0016,0.0092,0.0078,0.0075,0.0778,0.3970,0.0133,0.0702,0.0346,0.0741,0.4911,0.2287,0.0987,0.1061,0.0786,0.6341,0.1193,0.3793,0.5957,0.9856,2.1024,0.7539,0.1139,0.0065,0.0155,0.0137,0.2494,1.2081,4.2855,4.2985,0.3695,3.0747,2.1840,2.1776,2.5331,1.1988,0.1965,0.1926,1.3168,5.9534,1.9078,6.2537,1.3022,0.5664,1.0052,1.0299,0.4070,0.4239,0.8568,0.3401,0.4938,0.1538,0.2095,1.6934,1.5268,1.3636,11.8356,4.6418,7.2680,11.6966,9.6173,13.0666,6.5599,6.5146,5.1498,1.5908,2.7147,3.4152,11.9841
1970,7,31,0.1302,0.0000,0.0138,0.0459,0.0000,0.0016,0.0082,0.5897,0.7859,0.6474,0.1142,0.7843,1.4503,0.6009,0.8504,3.5202,1.7946,0.6943,0.4911,0.3057,0.9109,0.3837,1.4782,3.1510,2.6313,5.5396,1.3465,0.6349,0.0059,0.0420,0.1219,1.6050,1.6389,3.6588,3.2063,2.8744,5.1823,3.2762,3.9421,4.1382,6.5717,0.2056,1.2315,2.9346,13.1289,4.9775,10.0657,2.5904,1.8577,1.7842,1.2355,0.8240,0.8352,1.9829,0.2634,1.2509,0.6757,0.8137,6.0765,4.1875,1.4444,11.8356,5.6440,7.9023,13.5061,9.9168,19.1109,8.4985,10.6887,8.5808,2.4053,3.3538,1.9052,13.9216
1970,8,31,0.2028,0.0000,0.0248,0.0152,0.0000,0.0008,0.0082,1.3725,1.1839,1.1294,0.0352,1.2993,2.4569,1.4483,2.0200,5.1988,3.3109,1.2253,0.5639,0.5764,1.5390,0.5427,2.1125,4.9377,5.6633,10.6077,2.8908,0.8712,0.0071,0.1341,0.3899,0.7195,0.9631,2.3733,2.2921,2.2435,4.2209,4.3151,4.6870,4.0527,8.3254,0.4193,3.0010,3.9249,14.3610,5.9123,13.1521,3.5873,3.1008,3.0316,1.6038,1.0483,1.0454,1.8949,2.0652,0.7519,0.8109,1.0763,6.8440,3.2480,1.8639,11.8356,6.4352,10.3673,8.2070,10.9489,18.0092,14.9286,14.8846,11.9276,4.8966,7.3381,5.1978,15.2850
1970,9,30,0.3123,0.1535,0.0583,0.3130,0.0001,0.0008,0.0432,0.7225,1.0190,1.0544,0.0339,1.5839,2.7405,2.4874,3.6216,9.7382,4.1251,1.4326,0.6419,0.8665,1.1877,1.0859,2.0217,5.6577,9.9298,14.1825,3.5391,1.4606,0.0085,0.0707,1.2792,4.0997,1.7343,8.2798,6.8717,3.4143,5.9580,4.4619,7.9959,6.0662,18.4672,0.6363,5.8717,12.3441,27.0181,8.0040,18.9845,4.6817,4.6174,4.1946,2.5522,1.6842,2.1299,3.2536,2.0673,3.2454,1.8888,2.0184,8.8733,6.0298,3.3153,13.0192,10.6022,14.0466,10.0811,16.4815,21.2875,17.3387,16.8988,14.9676,5.1081,9.5921,5.8909,21.1694
1970,10,31,0.1561,0.2990,0.0911,0.4486,0.0001,0.0010,0.0170,0.0973,0.2596,0.2601,0.0073,0.2105,0.5644,0.6442,0.8243,1.2372,0.7579,0.7442,0.3065,0.5065,0.5049,0.3846,1.2109,2.2974,4.2976,7.7580,1.7685,1.1851,0.0081,0.1013,0.3241,1.5984,1.4064,2.8613,2.1206,1.9900,3.0186,4.6680,4.0764,3.0834,6.9726,0.7746,1.2900,5.1388,18.9877,8.2558,14.7881,3.0938,3.9129,4.6121,2.5469,1.1452,1.6164,2.0565,2.0543,3.4241,0.9847,1.3962,4.1838,2.8631,2.2923,14.2027,10.9714,19.2121,10.2103,17.1583,21.8819,22.6636,16.3302,13.8927,9.4519,9.5229,13.4602,23.2505
1970,11,30,0.0249,0.0016,0.0514,0.1676,0.0001,0.0009,0.0146,0.0364,0.0479,0.0518,0.0520,0.0608,0.1359,0.1095,0.1728,0.1634,0.0886,0.0839,0.0522,0.0352,0.1292,0.1644,0.5966,0.4632,1.7174,3.8796,0.8651,0.4572,0.0086,0.0328,0.0435,0.3347,0.4306,0.7800,0.5440,0.6435,0.9047,3.1457,1.5629,1.8538,3.9903,0.6587,0.4630,2.9411,11.8575,6.2147,8.8733,1.4296,1.0095,1.7558,1.3590,0.3507,0.6044,0.7639,2.2862,1.6874,0.2931,0.4038,1.3173,0.8787,1.3224,39.0575,7.5429,13.0316,13.5061,13.5507,19.1670,16.2052,12.7806,10.5358,8.3750,6.7023,5.5121,18.0837
1970,12,31,0.0185,0.0000,0.0289,0.0697,0.0001,0.0005,0.0130,0.0421,0.0297,0.0366,0.2832,0.0312,0.0812,0.0671,0.1038,0.0786,0.0553,0.0370,0.0405,0.0142,0.0860,0.1270,0.3218,0.2357,0.9582,2.0089,0.4489,0.2273,0.0094,0.0318,0.0383,0.1591,0.2970,0.3815,0.2615,0.2778,0.4930,1.5685,0.8259,1.4658,2.1382,0.2620,0.2498,1.8661,1.5168,3.7496,4.1373,1.0068,0.5555,0.8983,1.0140,0.1878,0.4102,0.6801,0.2252,0.8800,0.1296,0.2044,1.2084,0.4632,1.4297,78.1151,6.8571,5.7455,26.3659,9.4981,17.1288,9.7134,9.2925,11.9996,4.1602,8.8660,6.3631,15.9309
1971,1,31,0.0156,0.0000,0.0175,0.0284,0.0000,0.0005,0.0129,0.0295,0.0244,0.0307,0.1339,0.0222,0.0638,0.0588,0.0752,0.0506,0.0466,0.0266,0.0466,0.0089,0.0800,0.0928,0.2469,0.1365,0.6634,1.1947,0.3185,0.2005,0.0110,0.0298,0.0372,0.1266,0.2312,0.2668,0.2020,0.2487,0.4164,1.8242,0.5763,1.4641,1.5347,0.1796,0.1296,1.2069,1.4286,2.1075,3.1131,0.5668,0.3084,0.5369,0.6308,0.1636,0.3170,0.5470,0.1464,0.6291,0.0846,0.1385,0.9164,1.1664,1.2623,23.6712,3.3231,3.7880,8.5948,3.8814,6.8345,4.9787,4.7680,4.4174,3.7596,2.8391,1.8771,7.1761
1971,2,28,0.0139,0.0000,0.0163,0.0177,0.0000,0.0009,0.0132,0.0220,0.0127,0.0167,0.1486,0.0108,0.0409,0.0402,0.0462,0.0219,0.0345,0.0175,0.0263,0.0081,0.0590,0.0739,0.1564,0.1137,0.4741,0.7801,0.2138,0.2175,0.0097,0.0276,0.0276,0.0814,0.1891,0.1988,0.1657,0.1893,0.3248,2.1291,0.4477,1.7491,0.9323,0.1447,0.0707,0.7031,0.6666,1.4691,2.4822,0.4724,0.2233,0.3962,0.4629,0.0269,0.2270,0.3021,0.1460,0.4282,0.0488,0.0840,0.8986,0.4572,1.1839,10.6521,2.3209,2.0300,4.3297,3.3806,2.6931,2.4735,1.7905,2.5924,1.3531,1.6603,0.4251,3.4804
1971,3,31,0.0111,0.0000,0.0135,0.0049,0.0001,0.0004,0.0109,0.0191,0.0109,0.0118,0.3064,0.0057,0.0246,0.0313,0.0344,0.0109,0.0264,0.0105,0.0294,0.0104,0.0473,0.0376,0.1339,0.0819,0.3731,0.5736,0.1608,0.2302,0.0085,0.0250,0.0196,0.0593,0.1581,0.1721,0.1468,0.1509,0.2203,2.0380,0.3351,1.6973,0.5860,0.1391,0.0538,0.7722,6.2070,1.2502,2.0608,0.3867,0.1616,0.2924,0.3235,0.0000,0.1528,0.1660,0.0948,0.2734,0.0103,0.0627,0.4524,0.2461,0.7487,5.9178,2.0044,1.8850,4.8467,3.1009,4.0455,2.6526,2.0851,3.2073,0.7544,1.4385,0.9111,3.5880
1971,4,30,0.0065,0.0000,0.0096,0.0024,0.0001,0.0009,0.0085,0.0100,0.0032,0.0056,0.3502,0.0045,0.0143,0.0235,0.0220,0.0076,0.0295,0.0062,0.0292,0.0049,0.0385,0.0266,0.1245,0.0583,0.3263,0.5037,0.1431,0.3617,0.0061,0.0230,0.0133,0.0525,0.2045,0.6668,0.8164,0.6636,0.3398,1.8284,0.3974,2.0589,0.5729,0.1466,0.0289,0.7353,0.9068,1.1712,2.3902,0.3651,0.1626,0.2874,0.2391,0.0000,0.1197,0.1236,0.0638,0.1666,0.0000,0.0501,0.3303,0.1706,0.4400,15.3863,2.0571,2.1750,5.7514,3.0829,3.2104,1.7977,1.3992,1.7280,0.4534,1.2432,0.3144,3.1503
1971,5,31,0.0048,0.0000,0.0098,0.0094,0.0001,0.0008,0.0091,0.0092,0.0010,0.0033,0.4028,0.0025,0.0095,0.0221,0.0182,0.0067,0.0295,0.0051,0.0400,0.0041,0.0434,0.0268,0.1210,0.0494,0.2883,0.4866,0.1197,0.4636,0.0062,0.0197,0.0070,0.0484,0.1591,0.3009,0.1715,0.1558,0.2077,1.2429,0.3965,1.6683,0.2970,0.1416,0.0583,0.4749,0.4389,1.0361,4.5018,0.7167,0.4383,0.4961,0.4056,0.0787,0.1803,0.1862,0.2303,0.3321,0.0352,0.0994,0.3318,0.1818,0.5294,8.2849,3.9560,6.7967,7.4962,8.9583,7.5494,3.4583,2.2567,3.6008,1.1191,2.4825,3.6633,7.8937
1971,6,30,0.0067,0.0000,0.0131,0.3233,0.0533,0.0004,0.0117,0.3256,0.0779,0.0676,0.3027,0.0166,0.1807,0.1327,0.1987,0.1941,0.2750,0.1402,0.1260,0.1061,0.3336,0.4190,0.3644,0.1903,0.8850,1.7134,0.6599,0.5808,0.0075,0.0177,0.0538,0.0490,0.5931,0.9381,1.0150,1.0664,1.0863,1.3928,1.1551,1.8901,0.8522,0.1336,0.4066,1.2917,1.5725,1.1945,5.5995,1.4503,0.3852,0.4925,0.4256,0.0000,0.2331,0.3908,0.3901,1.0354,0.0926,0.2316,1.9742,2.0903,0.4286,8.2849,4.3253,7.9205,7.8839,7.3009,9.9096,4.1944,3.9663,4.0515,2.4981,1.9224,3.0776,10.5488
1971,7,31,0.1278,0.0000,0.0174,1.9394,0.0766,0.0009,0.0157,1.3549,1.1020,0.9546,0.0064,0.2554,1.8418,1.0814,1.4908,2.9024,1.3928,0.5761,0.4570,0.2414,1.2518,0.8094,0.8380,0.5555,1.7261,3.2089,0.8009,0.5699,0.0087,0.0218,0.1279,0.0404,0.7159,1.0641,1.4446,2.4231,2.9529,2.2942,2.7902,3.4967,4.2704,0.1360,0.4903,1.4545,3.0080,2.9245,6.1132,1.3569,0.3401,0.6733,0.6632,0.1151,0.3384,0.9755,0.1342,0.4716,0.1002,0.2138,3.7132,4.1479,0.4190,17.7534,4.3780,6.4886,10.2103,7.6405,10.1780,7.8982,4.4893,4.0883,1.2380,2.0650,6.6092,10.7641
1971,8,31,0.3220,0.3575,0.0512,0.6494,0.0041,0.0020,0.1227,2.2307,1.8986,1.9326,0.0245,1.5388,3.6760,2.2530,2.3803,4.1231,1.8499,0.8650,0.7103,0.6699,0.7651,0.5426,1.3936,1.6171,2.5580,5.1062,1.4590,0.3640,0.0097,0.0503,0.8131,0.0651,1.1298,2.6700,3.0043,2.7298,4.2419,2.6541,3.2385,3.3742,11.0711,0.1580,1.4156,2.0043,7.1224,3.7694,10.9782,4.5240,1.8060,2.1138,0.9469,0.2970,0.4553,1.2017,0.2286,0.7103,0.1081,0.2225,4.1509,2.8755,0.4950,11.8356,7.0681,10.0954,9.9518,12.7386,14.2157,13.2881,9.4979,8.1371,3.9315,2.9075,4.2448,15.0698
1971,9,30,0.1116,0.1300,0.0387,0.5928,0.1267,0.0365,0.0163,0.4338,0.7129,0.6668,0.0457,1.0885,2.0083,0.9977,1.7409,6.6328,3.2461,0.9945,0.8008,0.4609,2.3478,2.8631,2.8314,3.0338,5.6512,8.2213,2.6806,0.3765,0.0086,0.0263,0.2425,1.1081,1.2927,3.2581,3.9248,2.8801,3.6862,2.7791,4.4056,3.2016,6.9201,0.2638,2.2982,3.4132,6.8515,6.2938,13.1543,4.0237,2.4315,2.4827,1.5223,0.5009,1.2454,2.0898,6.6436,6.3610,1.1937,1.6497,9.1201,5.0482,1.4092,17.7534,12.7648,16.9828,10.0811,15.8532,24.3820,20.3743,19.3521,14.9276,8.9072,9.6704,2.6043,25.9056
1971,10,31,0.4632,0.4565,0.0600,0.8388,0.0557,0.0783,0.1112,2.4880,1.0539,1.0787,0.0385,1.9302,1.7128,0.6502,1.0195,1.4871,0.8212,0.6038,0.6975,0.7159,1.5725,2.1061,2.1997,2.4467,3.9091,7.2629,2.6144,0.1719,0.0082,0.1516,0.1941,4.0269,2.3117,8.0831,9.1396,2.9135,8.5463,5.9785,5.1838,3.3746,7.7451,0.1793,1.0488,3.7486,4.3140,5.8944,14.5141,3.8406,1.9443,2.6826,3.9467,2.9750,2.0026,2.8573,2.0044,4.7742,2.9445,2.5447,9.7698,4.9643,4.0995,16.5699,11.6044,15.6959,11.9551,15.4316,21.1106,17.6118,15.8011,16.7877,10.3000,11.6466,4.1230,22.3894
1971,11,30,0.0354,0.0297,0.0050,0.4850,0.0262,0.0376,0.4946,0.3890,0.3689,0.3109,0.0180,0.4463,0.4837,0.2169,0.2762,0.1309,0.0940,0.0707,0.2067,0.0347,0.2777,0.3459,0.6546,0.2763,1.2738,3.1361,0.7419,0.2635,0.0098,0.0303,0.0380,0.5873,0.6134,2.3615,2.7481,1.8608,2.1582,5.8657,1.9016,2.4368,3.9080,0.1270,0.2682,2.1731,7.6926,5.7585,7.0991,1.5950,0.6613,1.1297,0.9167,0.3319,0.5152,0.5571,0.7407,1.9171,0.3887,0.5837,1.4849,1.0319,1.0610,9.4685,6.5934,10.0048,7.4962,10.9291,15.3930,12.1107,12.7536,9.8027,9.0228,6.2503,4.7493,17.0073
1971,12,31,0.0256,0.0019,0.0257,0.2462,0.0106,0.0197,0.0579,0.1287,0.2525,0.3175,0.0091,0.1298,0.2792,0.1336,0.1704,0.0662,0.0574,0.0376,0.0742,0.0185,0.1386,0.1288,0.2877,0.1653,0.7868,1.7613,0.4547,0.2209,0.0081,0.0294,0.0292,0.2034,0.3545,0.8326,0.6796,1.0108,1.2569,2.4489,1.1500,1.6769,2.8075,0.1195,0.1503,1.3912,1.6390,3.6011,3.7960,1.0702,0.3411,0.6308,0.5533,0.2060,0.2927,0.3775,0.2017,0.9813,0.1708,0.2507,0.9216,0.9483,1.5041,5.9178,2.8484,3.0993,4.0712,4.3352,6.5942,4.7350,4.6131,4.9299,2.2584,2.2690,0.7844,6.9967
